tid,seat_no,price,isBooked,date
717,61206,608,1,1931-07-28
933,515,648,0,1982-01-23
969,97254,379,0,1972-03-03
345,80552,463,0,1935-03-10
771,37133,287,0,1936-10-18
901,94751,280,0,1979-08-07
153,66416,210,0,1932-09-28
259,48483,928,0,1961-03-05
405,31949,561,1,2011-12-10
522,29942,298,1,1966-02-17
958,70472,941,0,1957-08-31
269,77068,384,1,1927-05-16
165,30079,710,1,1983-07-01
823,77666,358,1,1995-01-24
499,45946,781,1,1957-05-10
636,98581,598,1,1975-01-21
480,40122,771,1,1911-06-07
409,70318,624,0,1980-10-24
763,10221,913,0,1948-01-24
634,19531,276,0,1943-01-26
298,50458,433,1,1996-07-11
695,49426,881,0,1964-09-23
847,338,923,1,1919-12-28
461,19892,851,1,1993-10-06
807,15821,634,0,1934-10-08
782,27337,558,0,1986-12-15
254,50085,965,0,1960-08-21
684,82482,409,0,1983-10-05
766,92347,470,0,1950-06-03
663,25395,484,0,1927-06-22
181,13203,636,0,1969-03-21
814,71848,211,1,1925-07-31
213,67930,407,0,2005-10-22
919,83794,378,1,1980-12-03
334,52725,292,0,1994-11-21
435,32845,307,0,1909-03-30
185,18084,890,1,1970-09-28
646,24770,965,1,1913-03-29
376,34188,953,0,1903-12-29
342,87972,644,1,1929-10-28
399,39824,974,1,2012-03-03
673,97070,367,1,1931-07-05
628,42367,365,1,1998-02-05
479,80237,316,1,1910-07-19
626,28784,857,1,1961-12-30
392,27802,397,1,1938-06-05
178,70330,794,0,1998-08-04
890,38267,338,1,2015-12-23
695,24920,320,0,1973-02-26
383,15430,427,0,1998-12-20
625,70418,501,1,1906-12-03
579,54842,842,0,1949-11-14
255,64208,924,0,1910-11-23
806,14387,830,1,1999-06-26
844,14546,674,1,1905-06-09
507,62597,830,0,1980-07-04
110,15776,744,1,1966-07-07
676,63402,563,1,1963-03-15
351,79681,295,0,1980-10-09
548,74437,400,1,1918-11-04
482,38377,906,1,1931-10-22
135,21709,217,1,1906-05-06
532,57595,633,0,1988-08-08
993,88883,590,1,1904-01-31
558,61692,372,1,2015-12-15
748,69444,714,1,1950-03-20
472,5222,996,1,1975-10-10
369,23934,354,1,1954-04-21
644,71227,615,1,1976-11-06
991,91472,943,0,2000-07-14
990,98943,986,1,2014-12-19
866,3693,203,1,1989-04-10
843,81510,579,0,1952-02-23
797,94615,314,1,1935-04-09
156,60491,713,1,1933-07-06
115,74675,364,1,1903-01-07
935,96282,868,0,1965-07-09
653,3757,870,1,1947-03-17
355,54438,961,1,1992-04-02
306,65174,927,1,1973-10-10
340,38034,644,1,1904-04-29
927,31192,700,1,1909-09-20
116,50511,338,0,1952-04-02
751,52489,251,0,1949-12-23
906,5978,409,0,2005-07-07
131,89923,939,1,1925-10-08
839,8885,828,1,2002-03-23
360,19271,589,1,1936-10-05
392,71881,946,1,1939-03-23
231,86742,568,1,1951-06-19
415,15051,924,1,1994-01-06
527,60288,887,0,1947-02-06
367,55741,583,1,1972-08-09
474,57918,985,0,2017-05-24
492,69471,870,1,1922-09-01
904,3641,653,0,1998-02-06
872,96039,887,0,1915-05-26
559,97200,718,1,1954-06-12
753,3235,341,0,1924-01-02
287,78133,754,1,1940-11-16
283,33659,717,0,1952-11-27
388,1015,938,1,1939-03-03
835,50923,449,1,2011-04-11
236,73384,334,1,1969-01-20
945,84616,694,1,1911-08-07
984,55906,668,0,1921-01-11
433,14970,453,0,1996-08-08
639,80679,207,0,1945-05-21
756,33038,715,0,1977-10-17
260,21240,231,0,1953-07-29
395,24832,457,1,1956-02-07
877,60465,470,1,2019-06-22
864,36936,996,0,1901-07-25
870,28244,407,1,1903-04-02
403,23653,908,1,1976-11-17
796,72265,664,0,2017-02-14
204,26638,653,0,1927-07-09
718,22405,707,0,2010-03-21
711,58475,658,0,1940-02-08
736,9036,486,0,1914-02-20
402,1344,979,1,1997-05-25
707,69894,572,0,1994-12-26
420,92685,860,1,1933-11-21
638,5237,535,0,1987-07-01
546,18528,989,1,1987-07-24
956,60333,537,1,1928-11-07
640,84813,501,0,1959-11-05
818,37789,594,1,1936-02-22
437,16957,560,0,1986-08-12
626,75309,362,0,1986-03-13
374,71896,560,0,2011-08-13
121,23109,872,0,1976-02-21
846,60514,372,0,1901-03-23
737,97075,398,1,1934-11-23
422,24184,644,1,1992-04-26
293,86113,219,0,2012-08-28
855,85661,638,1,1913-08-28
971,29739,260,0,1921-12-04
869,56278,640,1,1970-05-06
867,73792,303,1,1985-09-16
545,32698,596,1,1905-03-15
184,61706,265,1,1991-04-18
134,56687,431,0,1906-06-04
475,60795,379,1,1926-03-27
812,46246,645,1,1974-07-12
890,52781,772,0,1999-10-17
716,57275,598,0,1977-02-14
307,52251,970,1,1901-04-06
463,41305,741,1,1988-05-29
414,23655,472,0,1945-11-03
953,4110,720,0,1989-12-25
858,17634,758,1,1912-05-31
916,66381,716,1,1902-07-13
802,11848,324,1,1900-06-13
259,37476,412,1,2004-10-31
392,81389,965,0,1951-04-30
956,71403,341,1,1923-03-21
643,5001,830,0,1930-01-29
294,75628,549,1,1927-08-27
871,21371,513,0,2014-09-02
362,90950,279,1,1945-06-26
360,31798,531,0,1934-07-29
245,62576,461,1,2008-07-03
565,11230,968,0,1923-12-24
259,36352,811,0,1983-05-04
530,87067,205,0,1924-04-25
685,16003,487,0,1996-06-27
496,76881,705,1,1951-09-18
499,66367,309,0,1918-07-21
814,23236,769,0,1943-01-30
556,49615,605,0,1900-02-03
248,11615,634,0,1982-05-09
640,91234,763,0,1939-12-27
854,96781,658,1,1930-12-23
479,95514,348,0,1904-09-28
230,33523,288,0,1971-11-22
998,38034,538,0,1988-05-20
805,52228,343,0,1988-04-02
446,1099,935,1,2017-06-04
787,57138,396,1,1956-03-19
970,18988,836,1,1913-12-10
606,705,670,0,1983-06-01
582,40,476,1,1966-12-26
716,82406,261,1,2011-06-05
329,64782,847,0,1934-07-22
724,24167,441,0,1972-02-06
933,95600,826,0,1953-01-13
589,13852,458,1,1948-07-12
917,11251,971,1,1900-06-24
710,52734,281,0,1965-09-25
939,34062,639,1,1930-07-20
534,99552,715,1,1978-11-24
781,49450,623,1,1986-12-29
279,67653,688,0,1930-01-13
539,5498,931,0,1904-11-26
895,8849,981,0,2011-12-31
959,79602,714,0,1934-02-25
823,51688,321,1,1942-09-07
590,51407,827,0,1986-02-21
560,64392,972,1,1947-03-25
866,93441,918,1,1939-10-06
217,3785,874,0,1996-02-18
183,96996,200,1,1911-09-05
800,66784,656,0,1933-09-07
297,82847,361,0,2016-01-14
747,46446,569,0,2005-04-15
984,40564,216,1,2010-04-19
351,92683,487,1,1959-12-11
769,15489,238,0,1923-06-10
867,94081,749,1,1907-03-12
817,4804,512,1,1923-03-19
520,86369,991,1,1968-07-01
123,95684,476,1,1930-07-16
690,35322,739,1,1916-07-22
543,42600,738,1,1920-11-13
830,1655,518,0,1976-06-05
661,69287,299,1,1966-10-27
590,57155,273,1,1947-01-26
139,56848,591,1,1990-03-03
755,49902,637,1,1941-02-03
207,56696,620,1,1909-05-05
523,46610,648,0,1956-02-21
292,7216,241,0,1997-02-16
703,63579,704,1,1942-01-15
927,75960,282,1,1930-12-31
351,23574,755,0,2011-11-02
850,81230,811,1,1941-05-10
816,43036,919,0,1980-09-19
461,9602,366,0,1901-11-13
777,29026,403,1,1962-06-10
619,59229,987,0,2003-01-23
406,19666,415,0,1998-07-11
407,19020,210,0,1950-07-13
139,57048,363,0,1949-08-26
713,37721,473,1,1965-01-23
245,93994,815,0,2008-09-29
404,22098,668,1,1943-07-25
960,33644,349,1,1982-02-09
716,93406,672,0,1989-04-17
623,22730,641,0,1900-09-02
815,54050,320,1,1945-07-21
909,27332,760,1,1939-07-14
600,92495,822,1,1926-11-11
900,23381,260,1,1981-01-25
972,61808,218,1,2005-02-18
843,3835,748,1,1943-08-10
353,41069,573,1,2004-08-22
281,36568,863,0,1937-05-20
585,66415,805,1,1949-05-03
957,72030,838,1,1949-01-20
346,47377,758,0,2008-11-23
562,17572,683,0,1975-03-23
800,92486,569,0,1938-11-08
579,72274,201,0,1937-12-19
367,19064,427,0,1974-02-10
470,86398,614,0,1940-07-16
927,33528,960,1,1955-01-21
455,9812,908,0,1942-06-11
142,15672,724,0,1908-03-24
208,49264,298,0,1999-02-06
328,18689,705,0,1991-04-23
569,79477,630,0,1981-07-16
819,3333,767,0,1959-09-25
481,79335,780,0,1934-11-20
289,19549,522,0,1943-01-19
238,261,741,1,2018-12-05
402,62168,792,1,2016-08-10
614,61346,800,1,1963-04-23
204,9010,559,0,1983-03-23
700,36739,447,0,1959-07-14
283,94004,400,1,2007-04-28
841,13972,401,1,1968-11-22
845,75713,806,1,1986-02-11
106,56889,447,1,1998-10-04
777,69279,802,1,2009-09-20
730,84354,307,0,1900-10-21
554,96073,775,1,2005-06-02
604,22780,411,1,1902-05-22
724,40827,408,1,1980-11-29
225,85774,450,1,1921-08-04
675,63011,250,0,1968-01-14
521,17669,700,1,1983-10-22
647,37036,537,0,1950-11-22
287,61176,936,1,2014-04-20
284,74454,915,1,1972-08-11
101,27915,387,1,1934-05-11
532,82195,384,1,1943-12-23
316,48787,645,0,1961-07-15
237,69497,857,0,1916-12-31
298,89378,294,1,1932-07-21
249,63116,420,0,1988-10-03
845,41511,223,0,1943-06-11
343,86474,371,1,2016-10-19
648,11502,667,0,1999-01-13
755,59143,697,1,1969-06-25
764,4988,776,1,2015-10-01
461,29873,625,1,1902-07-05
870,87889,935,0,1954-05-21
364,57588,335,0,2013-03-27
889,91050,872,1,2012-08-26
107,22421,261,1,2007-09-24
860,76537,574,1,1933-05-05
658,11270,518,1,1914-05-07
443,31942,501,1,1923-11-28
553,29774,380,0,1975-02-16
865,21283,257,1,1956-01-09
830,97009,773,0,1935-12-03
751,51536,977,0,1982-07-28
104,86499,794,1,1995-05-03
628,53194,659,1,1991-03-16
968,63074,736,0,1947-07-11
481,72142,418,0,1925-04-30
355,70211,427,1,1907-04-26
496,79650,273,0,1999-05-07
806,54395,875,0,1921-11-07
191,16184,585,1,1961-09-19
415,74449,540,1,1908-06-27
722,19727,841,0,1960-07-03
677,13651,693,1,1906-12-18
407,34654,958,0,1996-11-27
630,36160,400,0,1914-06-25
296,85236,899,1,1978-09-17
104,430,985,0,1945-03-15
615,306,498,1,1967-05-22
702,13918,658,1,2019-06-10
141,1488,924,0,1985-01-07
242,21866,527,1,2015-04-05
831,63470,397,0,1942-02-05
824,42829,484,1,1921-03-28
685,15384,323,1,2004-11-28
668,78940,867,0,1957-05-08
421,3486,925,1,1914-12-13
509,80445,227,1,2015-08-26
914,53846,606,0,1907-06-04
203,62196,284,1,1980-05-14
519,60684,336,1,1972-12-04
139,1360,738,1,1969-09-30
864,84535,787,0,2006-09-05
671,40380,425,1,2013-03-20
285,55527,636,1,1938-03-31
262,5261,302,1,1929-10-08
629,21803,331,1,2004-11-29
705,2459,776,1,1906-07-13
915,32156,371,0,1987-05-14
367,81594,550,1,1980-12-25
838,32084,716,1,1946-05-25
632,90531,477,1,1934-06-07
309,33614,957,1,1908-09-03
574,67001,449,0,1936-10-02
125,27584,805,0,1992-01-15
541,70144,577,1,1958-02-15
788,32802,275,0,1978-01-08
127,70777,584,1,1924-09-13
750,90206,495,1,2002-11-08
612,90727,554,1,1946-09-10
263,78730,909,0,2005-04-22
578,2570,725,0,1940-06-25
240,71686,931,1,1977-10-09
106,74595,412,0,1935-04-12
247,91077,640,1,2016-11-16
387,12321,394,0,1967-07-17
299,76997,376,1,1986-12-29
503,88479,300,0,1981-04-20
963,85796,323,0,1993-12-02
872,58751,286,1,1933-09-04
203,46473,660,0,1918-03-16
614,47897,537,0,1910-05-03
701,49395,889,0,1950-03-01
557,17350,631,1,1999-06-26
774,66384,362,0,1980-01-29
195,35781,969,1,1921-05-14
202,29186,741,1,1933-09-14
667,1710,766,0,1972-03-22
753,62446,568,0,1934-12-17
753,62187,388,0,2000-12-06
949,89779,807,0,1906-07-19
625,12672,841,0,1961-11-05
860,12441,799,0,1945-06-24
914,54617,601,0,1951-03-25
157,22867,801,0,1918-10-17
206,37340,230,0,1923-01-31
339,16836,719,1,1961-12-12
639,93228,846,1,1907-02-26
839,37391,885,1,1996-06-02
978,5486,631,0,1936-07-26
330,82072,368,0,1933-08-28
585,23636,669,0,1920-02-25
430,24800,826,1,1936-02-06
895,5778,352,1,1987-11-09
819,94841,355,0,1984-08-09
182,32044,358,1,1955-01-24
967,29488,271,1,1919-05-05
183,67978,298,0,1999-11-14
523,80704,398,0,2006-03-13
968,32442,256,1,1926-08-24
875,10200,701,1,1992-09-15
101,7208,576,1,1963-03-26
142,86329,960,0,1974-02-19
938,62353,289,0,1915-12-23
957,76802,489,0,1994-01-08
809,66855,621,0,2011-02-19
552,72811,620,1,1986-09-21
409,336,607,0,1929-06-11
201,9099,752,1,2019-01-19
721,76744,577,1,1997-06-04
747,5957,995,1,2011-11-07
971,75872,713,0,1924-06-09
530,60943,959,1,1901-09-10
424,2970,672,0,1968-12-08
954,3915,886,0,1927-11-18
565,38444,870,1,1907-04-13
311,99521,511,0,2013-03-29
191,20156,733,1,1926-11-26
591,10990,218,0,1986-05-25
663,91261,336,0,1933-07-31
169,57801,393,0,1924-01-11
697,48172,316,0,1960-12-12
323,32101,764,1,1982-08-06
385,63935,516,1,1976-08-18
469,69318,880,1,1936-01-11
826,50079,345,1,2006-08-19
988,70320,362,0,1906-05-27
334,23618,769,1,1912-02-18
323,39984,834,0,1958-06-29
760,82659,827,0,1908-11-07
606,79121,894,1,2010-01-19
616,78858,849,1,1982-04-20
805,43805,355,1,1984-02-13
537,26986,431,1,1969-01-20
774,77537,417,1,1974-09-23
250,15491,319,0,1900-02-07
641,28722,447,1,2012-06-20
798,79903,239,0,1952-05-12
529,41186,663,1,2001-06-09
562,85400,657,1,1903-04-22
749,98203,934,1,1997-01-11
442,40315,808,1,1982-01-29
783,99180,860,0,1952-05-31
681,38515,338,1,2008-08-18
488,53529,813,1,1917-12-05
148,45781,228,0,2018-06-15
133,61093,378,1,1996-03-11
233,49851,211,0,1988-08-22
223,53370,372,0,1933-05-03
222,44250,709,0,1906-10-03
185,33692,912,1,1929-02-02
365,73114,480,0,1967-02-12
368,78606,414,0,2007-10-17
737,77838,749,0,1955-09-25
940,32937,912,1,2016-11-29
214,21699,460,0,1974-11-26
262,88750,340,0,1919-02-28
198,51204,877,0,1952-06-11
655,31912,806,1,2017-04-05
299,23163,648,0,1904-10-08
175,30996,488,0,2002-04-22
339,92859,691,1,1934-10-21
539,79205,816,0,1944-06-10
914,87656,818,0,2000-10-21
730,94864,511,0,1973-07-05
196,73714,905,0,1985-07-27
998,88833,877,0,1922-07-07
968,16996,844,0,1974-04-02
663,38498,878,1,1935-06-14
274,4240,813,1,1940-09-18
674,69975,358,0,1912-06-20
751,18563,248,0,1909-12-30
524,43235,918,0,1972-11-26
737,7982,273,0,1944-09-21
499,32175,579,1,1986-10-14
359,49280,719,0,1911-01-22
213,75677,355,1,1914-02-27
710,12440,577,0,2000-02-14
680,94254,578,1,1936-06-18
116,14963,372,0,1995-06-01
567,38609,678,1,1901-01-18
833,71183,362,1,1936-07-21
876,15543,357,1,1963-10-26
345,17903,351,0,2009-08-18
477,73713,655,0,1974-12-10
638,62607,528,1,1959-07-12
849,40767,724,1,1901-02-25
524,91734,323,0,1934-07-16
993,82175,535,1,2015-02-14
267,76187,726,1,1920-07-26
167,96911,688,0,1974-11-06
103,48475,785,1,1998-12-27
120,92211,336,0,1921-01-03
247,60530,274,1,1960-11-19
409,23505,250,0,2017-06-06
174,90410,775,0,1901-12-05
321,81571,303,0,1982-10-04
403,81675,629,1,1998-01-09
238,93929,526,0,1986-03-30
494,16722,642,0,1979-03-12
476,22910,213,1,1901-10-27
523,51232,782,1,1918-08-29
258,96039,330,0,1999-07-16
647,62981,864,0,2018-12-22
571,75587,822,0,1955-02-22
221,90166,560,0,1978-01-18
845,35700,1000,1,1992-06-29
880,80098,552,1,1969-09-16
908,45380,270,1,2003-12-22
661,36751,522,1,1961-06-25
730,31549,859,1,1971-02-03
578,87034,967,0,2014-02-22
192,21529,919,1,1934-04-08
367,54694,611,0,1956-12-11
201,73750,313,1,1952-07-02
676,46778,513,0,1984-04-09
254,93323,276,1,2012-09-09
326,8280,689,0,1933-09-04
306,80219,492,0,1966-04-14
714,99124,212,0,1949-04-07
412,23623,928,0,1987-11-20
529,50775,939,0,1995-05-02
415,74500,433,1,1901-05-02
590,67567,681,1,1904-07-17
792,21713,724,0,2016-09-05
654,63385,298,0,1984-01-31
500,89192,480,1,1918-08-05
854,19200,885,0,1946-10-29
444,70554,382,1,1941-10-22
766,25843,502,1,2012-09-05
512,9386,822,1,1913-08-06
306,66095,381,1,1965-12-15
286,15097,539,0,1907-04-04
212,41137,362,0,1997-11-05
203,73594,928,1,1968-05-19
851,36660,260,0,1992-03-13
410,75090,587,0,1912-09-04
294,91393,631,0,1913-05-23
903,22581,451,1,1994-12-08
196,50162,432,0,1908-08-11
176,83184,281,1,1950-02-05
578,74706,740,0,1985-09-14
252,81181,430,0,1942-10-24
223,43727,868,0,1935-09-11
503,49463,457,1,1935-12-27
237,32927,385,1,1990-10-21
234,73529,973,1,1928-05-08
204,44600,744,0,1942-11-02
158,72410,225,0,1929-07-11
797,85198,657,1,1979-10-22
719,25699,387,1,1911-05-19
872,1177,281,0,1945-02-10
188,8157,339,1,1904-02-15
910,628,547,0,1995-12-25
317,99774,960,0,1927-08-26
778,50190,367,0,1906-12-27
785,10467,762,1,2007-07-31
622,30388,643,1,1928-01-25
812,21768,421,1,1948-11-08
902,22545,303,0,1933-09-08
719,98376,588,1,1940-04-29
390,18463,257,1,1972-09-15
126,1516,804,0,1941-05-15
495,66689,844,1,1910-01-17
517,91302,786,1,1941-01-09
287,13008,722,1,1939-09-20
264,8058,689,0,2014-12-17
661,17437,544,1,1975-03-25
134,53150,932,1,1996-09-11
899,6417,645,0,1932-05-11
344,78432,466,0,1908-04-09
624,40473,680,1,1922-01-14
246,79703,952,1,1944-02-15
170,48330,385,0,1933-12-20
278,86597,847,0,1938-05-11
332,69506,437,0,1935-06-28
528,42202,792,1,1923-02-12
668,54227,296,1,1949-09-11
221,15246,768,0,1987-05-16
156,20482,802,0,1928-02-23
479,36651,417,1,1958-11-11
781,14366,777,0,1977-03-17
417,34653,425,0,2014-10-21
145,30742,295,1,1909-01-25
626,42516,593,1,2009-05-03
239,78027,822,1,1959-03-24
389,95977,520,0,1978-04-21
635,34237,992,0,1963-11-12
576,26055,866,0,2002-07-23
971,4712,661,1,1977-11-23
175,4533,307,0,1980-11-12
866,98540,366,0,1960-08-12
201,73860,618,0,1989-10-05
318,81724,409,1,1944-02-20
661,25039,604,0,1900-04-19
963,86269,446,0,1919-11-26
981,35882,315,1,1975-02-24
167,31028,516,1,1947-11-03
815,48867,650,1,1926-06-27
248,43373,757,0,1901-11-14
207,56893,758,1,1992-08-27
668,52310,609,0,1996-04-22
316,3736,655,1,1962-06-09
219,45331,397,0,1960-04-13
561,67324,731,1,1971-07-18
390,13121,427,1,2003-12-23
522,2739,214,1,1937-09-19
306,63466,624,0,1936-03-17
857,10206,598,0,1969-04-12
316,68906,310,1,1916-11-25
362,73160,776,0,1998-09-12
453,27717,553,1,1906-04-28
849,98497,868,0,1992-03-14
247,57998,992,1,1991-03-26
977,91718,460,0,1917-10-28
706,22615,495,0,1903-10-12
506,99254,471,0,2012-04-06
107,89208,964,1,1916-11-12
335,93297,884,1,1928-05-27
697,60016,883,0,1930-05-06
535,31084,455,1,1940-01-20
240,83497,691,1,2015-08-02
225,99987,463,0,1974-07-08
662,91146,264,0,2004-06-10
496,75413,572,0,1978-09-30
115,15545,305,0,1964-01-17
517,31909,260,0,1945-12-07
394,66986,653,1,1987-09-03
452,43467,438,0,1917-12-21
465,87818,500,1,2018-11-07
166,30109,354,0,1962-06-01
601,51135,669,1,1957-07-11
126,29055,665,1,1922-07-15
987,31201,713,1,1941-10-14
636,46987,840,1,1933-05-19
265,18513,609,0,1979-07-25
394,63205,697,0,1968-02-15
506,47624,620,1,2004-02-18
246,17621,222,0,1935-09-24
339,60187,986,0,1973-12-09
425,43614,277,1,1918-03-30
174,74355,937,1,1943-02-09
718,41351,818,1,1933-10-28
644,53858,345,0,1994-06-26
630,13201,304,1,1968-09-03
499,92114,686,0,1920-05-17
938,26370,228,0,1996-04-21
606,95891,756,0,1904-03-24
485,78451,716,1,1967-07-09
619,11026,372,1,1917-09-30
752,28425,254,1,1948-09-28
444,10563,579,1,1924-07-07
908,77227,842,1,1977-05-06
162,94461,596,1,1994-07-27
256,96923,800,0,1933-07-16
565,77194,987,0,1985-06-08
208,62919,401,0,1943-11-27
843,80248,498,0,1983-07-29
534,18389,248,0,1923-12-21
512,31624,482,1,1985-07-08
350,79508,808,1,1913-10-14
133,49076,428,1,1920-11-26
271,67773,307,1,1998-03-24
848,18791,820,0,1947-09-21
601,91772,572,0,1902-01-09
579,50868,524,1,1944-07-22
544,34165,374,1,1906-06-12
801,13920,712,0,1969-11-19
537,4630,288,1,1951-11-03
671,66174,501,1,1974-09-30
844,40665,928,0,1918-04-02
595,45294,614,1,1994-01-24
212,20395,405,1,2011-10-26
696,64983,994,1,1967-10-15
999,67060,200,0,1962-04-17
303,47734,234,1,1971-04-12
433,82633,874,0,2009-09-18
107,37522,702,0,1987-04-25
437,36640,682,1,1986-11-14
470,13511,838,0,2011-07-04
294,1618,772,1,1943-04-23
722,21459,744,0,1965-04-16
530,52577,392,0,2004-03-05
475,35824,445,0,1996-02-23
947,89828,731,0,1955-12-30
417,91111,313,0,1902-09-26
861,55459,359,0,1944-07-02
495,20022,623,0,1953-12-25
906,45385,419,1,1925-01-09
377,48667,251,1,1912-10-06
992,66017,570,0,1940-04-11
495,21901,365,0,1903-04-27
916,10400,697,0,2009-01-08
779,72671,401,1,1924-06-20
383,50368,882,1,1991-04-12
796,98573,311,1,2006-11-07
557,3406,550,0,1985-08-19
570,32380,948,1,1918-07-18
506,24102,841,1,1926-11-30
620,94727,270,0,2018-03-10
587,54080,287,1,1991-11-19
118,38410,313,0,1966-08-06
309,7513,991,1,1908-01-27
631,34081,314,0,2012-02-09
769,76536,938,0,1905-04-04
497,43523,322,1,1956-12-22
913,29428,617,0,1927-04-10
379,87789,412,0,1982-09-05
424,42861,704,1,1942-04-02
204,22786,772,0,1962-08-05
608,88405,840,0,2014-09-24
824,41773,1000,1,1934-01-29
521,22708,398,1,1970-08-02
333,81414,625,0,1966-09-15
760,84980,587,1,2007-12-08
183,77337,608,0,2019-05-14
667,74856,907,0,1928-10-26
983,78399,366,1,1960-06-18
720,5725,966,1,1910-10-29
440,66241,483,0,1964-11-24
949,24775,205,0,1997-10-15
425,58624,473,1,1981-11-10
417,64379,502,0,1916-06-15
407,61208,794,0,1945-02-13
459,30957,281,1,1978-11-25
753,42597,774,1,1962-12-12
813,55560,460,0,1927-06-18
386,66437,657,1,1968-12-29
671,12625,377,1,1964-03-09
645,35076,908,0,1961-04-04
253,45667,597,1,2018-10-30
291,87176,619,0,2013-10-04
242,2045,925,1,1985-01-31
960,64203,746,0,1987-11-27
567,41434,581,0,1973-03-09
549,65253,699,0,1939-03-08
491,88642,829,1,1940-08-31
776,92113,666,1,1929-07-10
348,1188,861,1,1994-10-10
326,29852,769,1,1962-11-11
460,76791,609,0,2007-06-12
960,24591,546,0,1919-10-11
573,62064,612,0,1969-09-14
806,18759,494,1,2014-08-23
760,76575,515,0,1955-05-19
538,89589,472,0,1989-08-27
975,54595,747,1,1942-04-21
575,6582,315,1,1905-04-15
599,80507,289,1,1905-03-09
297,11418,681,1,1995-03-18
136,80681,321,1,1992-01-25
363,58317,422,1,1937-03-16
478,16098,271,0,1999-11-27
972,81655,334,0,1989-10-02
256,57924,822,0,1984-12-07
616,67902,992,1,1999-04-22
526,96387,653,1,1944-09-04
671,98882,248,0,1971-05-13
837,68082,314,0,1988-05-01
466,41197,775,0,2013-09-27
131,24801,557,1,1980-12-20
123,71843,250,0,1947-11-01
878,22146,517,0,1915-06-11
538,31197,669,0,2018-10-22
171,43648,600,1,1942-11-09
697,33558,828,1,1915-07-01
916,5671,992,0,1994-11-27
964,71346,294,1,2003-07-17
105,24007,658,1,2012-08-29
578,70084,833,1,2001-12-15
540,66151,256,0,1988-07-04
560,31599,789,1,1957-10-23
256,92265,371,0,1985-07-02
440,90852,419,0,1975-03-27
481,74665,346,0,2006-06-26
451,23344,479,1,2012-11-22
668,14481,541,0,1955-10-13
907,74387,496,0,1915-10-22
220,49139,531,1,1987-03-27
454,58501,893,1,1966-05-16
460,81560,877,0,1996-03-26
433,20454,884,0,1924-07-16
685,19799,438,1,1949-01-02
377,6164,425,0,1905-09-28
713,8516,908,0,1921-12-08
389,23938,898,0,1901-03-31
854,33738,387,0,1935-12-14
507,43809,414,0,2006-04-12
606,33863,368,1,1985-01-06
210,37629,829,0,1998-03-25
252,6489,308,1,2015-01-25
614,23983,291,0,1915-09-13
525,97277,822,0,2011-11-02
836,66375,512,0,1941-04-16
172,66380,812,1,1995-08-15
290,6210,307,1,1980-07-20
308,88478,733,1,1983-02-19
731,32616,425,0,1967-04-12
834,6063,949,0,1929-02-20
670,18853,761,1,1983-10-12
615,92056,305,1,1990-01-08
742,83536,959,0,1926-05-16
936,60081,920,0,1974-12-15
590,54173,407,1,1994-07-19
838,80575,482,0,1923-10-28
830,88260,420,1,1974-02-12
546,81052,384,0,1972-06-19
821,71007,737,0,1983-07-04
858,55704,694,1,1981-03-05
778,85194,929,1,1980-01-27
411,89681,841,1,1938-04-06
808,52612,922,1,1946-11-06
886,33693,825,0,1955-08-09
360,91623,353,1,1916-06-10
302,19116,483,0,2016-05-13
281,50983,695,1,1942-03-08
970,23268,890,0,2006-01-29
258,81961,448,0,1936-10-20
786,2019,441,0,1905-09-07
888,90226,246,1,1926-06-01
122,54439,432,0,1988-11-11
554,49531,870,0,1951-05-24
264,91210,282,0,1955-03-05
278,86610,718,1,1997-04-15
339,27408,342,0,1961-09-24
160,42041,664,0,1935-10-11
679,61772,632,1,1927-11-05
193,1776,270,1,1953-01-18
994,83643,468,0,2009-06-24
474,3819,734,0,1962-07-11
270,77007,933,0,1931-12-29
477,8224,310,0,1900-05-15
921,63608,221,1,1923-01-14
173,97125,943,0,1963-08-29
124,82114,685,0,1900-12-04
914,6654,816,0,1961-01-13
313,97690,367,1,2009-11-12
327,8718,443,0,2007-10-08
781,14997,716,0,1973-04-02
743,14017,595,1,2019-07-09
451,74985,893,1,1905-11-16
446,56750,317,1,1913-10-25
347,25368,404,1,1922-04-10
618,26765,577,1,1983-07-26
641,96242,373,0,1967-06-20
327,40709,414,1,1966-09-08
728,34069,365,1,2004-10-18
170,16585,844,0,1908-10-13
589,40224,276,1,1963-09-02
143,44081,354,1,1912-04-09
405,89831,957,1,1931-05-21
883,84718,846,1,1951-10-28
848,28487,949,1,1997-03-05
585,61719,600,0,1983-07-05
586,97628,977,1,1955-05-19
180,44726,881,0,1914-02-21
977,82021,474,1,1973-10-29
828,18645,721,1,1916-08-29
855,30251,725,1,1938-06-25
865,53460,224,1,1929-03-04
122,33114,680,1,1967-07-28
514,82966,337,0,2011-09-15
193,45221,888,0,1931-07-30
762,28550,507,0,1978-08-04
468,62552,637,1,2010-11-27
223,22868,579,0,1966-04-20
489,12337,479,0,1982-04-30
698,8678,914,0,1966-07-23
559,42985,785,0,1959-10-03
560,10129,902,0,1921-09-19
796,33011,225,1,2000-10-14
737,39274,995,1,2013-03-14
942,13503,898,0,1941-04-24
768,61273,339,1,1959-04-02
364,25647,923,0,1930-01-10
810,23565,590,1,1950-01-23
174,25311,619,1,1961-01-26
130,1886,305,0,1988-01-10
671,72021,561,1,1988-10-21
